timestamp,UTC time, latitude, longitude, altitude, accuracy
1445194802395,2015-10-18T19:00:02.395,41.3150066,-72.9593796,0.0,58.5
1445194802798,2015-10-18T19:00:02.798,41.31518957,-72.9594247,-6.0,19.0
1445194803748,2015-10-18T19:00:03.748,41.31513875,-72.95948609,-8.0,10.0
1445194804763,2015-10-18T19:00:04.763,41.31514514,-72.95949587,-7.0,8.0
1445194805750,2015-10-18T19:00:05.750,41.31513867,-72.95949175,-6.0,7.0
1445194807820,2015-10-18T19:00:07.820,41.31514062,-72.95948033,-7.0,7.0
1445194807823,2015-10-18T19:00:07.823,41.31514977,-72.95948542,-9.0,6.0
1445194808789,2015-10-18T19:00:08.789,41.31512823,-72.95948296,-9.0,5.0
1445194809802,2015-10-18T19:00:09.802,41.3151267,-72.9594835,-9.0,4.0
1445194810801,2015-10-18T19:00:10.801,41.31512228,-72.95947993,-8.0,4.0
1445194811787,2015-10-18T19:00:11.787,41.31512133,-72.95949567,-10.0,4.0
1445194812800,2015-10-18T19:00:12.800,41.31512038,-72.95950204,-11.0,4.0
1445194813782,2015-10-18T19:00:13.782,41.31512173,-72.95950224,-11.0,4.0
1445194814781,2015-10-18T19:00:14.781,41.31512045,-72.95950169,-11.0,4.0
1445194815750,2015-10-18T19:00:15.750,41.31512122,-72.95950143,-11.0,4.0
1445194816938,2015-10-18T19:00:16.938,41.31512188,-72.95950063,-10.0,4.0
1445194817757,2015-10-18T19:00:17.757,41.31512187,-72.9595006,-10.0,4.0
1445194818798,2015-10-18T19:00:18.798,41.31512197,-72.95950044,-10.0,4.0
1445194819752,2015-10-18T19:00:19.752,41.31512203,-72.95950041,-10.0,4.0
1445194820754,2015-10-18T19:00:20.754,41.3151222,-72.95950027,-10.0,4.0
1445194821749,2015-10-18T19:00:21.749,41.31512228,-72.95950024,-10.0,4.0
1445194822649,2015-10-18T19:00:22.649,41.31499,-72.9594622,0.0,49.5
1445194822723,2015-10-18T19:00:22.723,41.31512227,-72.9595002,-10.0,4.0
1445194823794,2015-10-18T19:00:23.794,41.31512229,-72.95950025,-10.0,3.0
