timestamp,UTC time, latitude, longitude, altitude, accuracy
1444428266163,2015-10-09T22:04:26.163,41.3364125,-72.9815172,0.0,57.287
1444428286584,2015-10-09T22:04:46.584,41.3365061,-72.9816172,0.0,60.777
1444428309764,2015-10-09T22:05:09.764,41.3364534,-72.9815138,0.0,60.45
1444428327194,2015-10-09T22:05:27.194,41.3364785,-72.9814986,0.0,26.943
1444428346320,2015-10-09T22:05:46.320,41.3365123,-72.9814704,0.0,30.0
1444428370853,2015-10-09T22:06:10.853,41.3365343,-72.9815129,0.0,23.608
1444428986347,2015-10-09T22:16:26.347,41.3365433,-72.9815251,0.0,22.5
1444429009822,2015-10-09T22:16:49.822,41.3365766,-72.9815245,0.0,21.546
1444429026472,2015-10-09T22:17:06.472,41.3365473,-72.9815258,0.0,22.316
1444429047487,2015-10-09T22:17:27.487,41.3365573,-72.9815114,0.0,22.935
1444429055885,2015-10-09T22:17:35.885,41.33680383,-72.98170548,-1.0,49.0
1444429056900,2015-10-09T22:17:36.900,41.33683232,-72.98163711,-1.0,52.0
1444429057888,2015-10-09T22:17:37.888,41.3368227,-72.98162664,-4.0,53.0
1444429058936,2015-10-09T22:17:38.936,41.33679787,-72.98165599,-5.0,49.0
1444429059937,2015-10-09T22:17:39.937,41.33673182,-72.98173905,-8.0,51.0
1444429060938,2015-10-09T22:17:40.938,41.33671344,-72.98174602,-9.0,56.0
1444429061952,2015-10-09T22:17:41.952,41.3366478,-72.98185198,-11.0,57.0
1444429062947,2015-10-09T22:17:42.947,41.33664199,-72.98173708,-13.0,56.0
1444429063950,2015-10-09T22:17:43.950,41.3366112,-72.98183214,-11.0,59.0
1444429064896,2015-10-09T22:17:44.896,41.33670875,-72.98180728,-9.0,67.0
1444429065900,2015-10-09T22:17:45.900,41.33672141,-72.98180309,-9.0,74.0
1444429066903,2015-10-09T22:17:46.903,41.33679282,-72.98164686,-6.0,68.0
1444429067900,2015-10-09T22:17:47.900,41.3367791,-72.98165254,-5.0,74.0
1444429068897,2015-10-09T22:17:48.897,41.33678101,-72.98164571,-6.0,77.0
1444429069900,2015-10-09T22:17:49.900,41.33677748,-72.98164157,-6.0,82.0
1444429070944,2015-10-09T22:17:50.944,41.33675641,-72.98164799,-5.0,87.0
1444429071007,2015-10-09T22:17:51.7,41.3365318,-72.9814996,0.0,24.548
1444429071901,2015-10-09T22:17:51.901,41.33675265,-72.98164474,-5.0,94.0
1444429072892,2015-10-09T22:17:52.892,41.33673725,-72.98163121,-5.0,99.0
1444429073994,2015-10-09T22:17:53.994,41.33672814,-72.9816246,-5.0,113.0
