timestamp,UTC time, latitude, longitude, altitude, accuracy
1444928684252,2015-10-15T17:04:44.252,42.3357531,-71.1020694,0.0,20.0
1444928691807,2015-10-15T17:04:51.807,42.3357411,-71.1020451,0.0,20.0
1444928711916,2015-10-15T17:05:11.916,42.3357423,-71.1020564,0.0,20.0
1444928732058,2015-10-15T17:05:32.58,42.3357498,-71.1020466,0.0,20.0
1444928752011,2015-10-15T17:05:52.11,42.3357446,-71.1020544,0.0,20.0
1444928772080,2015-10-15T17:06:12.80,42.3357465,-71.1020768,0.0,20.0
1444928792351,2015-10-15T17:06:32.351,42.3357341,-71.1020547,0.0,20.0
1444929403652,2015-10-15T17:16:43.652,42.3353063,-71.1020855,0.0,39.299
1444929423538,2015-10-15T17:17:03.538,42.3352981,-71.1020834,0.0,38.554
1444929443621,2015-10-15T17:17:23.621,42.3353305,-71.1020932,0.0,41.545
1444929463574,2015-10-15T17:17:43.574,42.3352943,-71.1020869,0.0,38.348
1444929483567,2015-10-15T17:18:03.567,42.3352928,-71.1020834,0.0,38.116
1444929503620,2015-10-15T17:18:23.620,42.3353303,-71.1020705,0.0,40.884
1444930125435,2015-10-15T17:28:45.435,42.340503,-71.0935319,0.0,959.0
1444930140860,2015-10-15T17:29:00.860,42.3354309,-71.1022993,0.0,39.939
1444930171796,2015-10-15T17:29:31.796,42.3353347,-71.1031475,0.0,46.398
1444930176426,2015-10-15T17:29:36.426,42.3353093,-71.103085,0.0,44.196
1444930185379,2015-10-15T17:29:45.379,42.3352488,-71.1029851,0.0,63.179
1444930190148,2015-10-15T17:29:50.148,42.3352508,-71.1029827,0.0,63.361
1444930195094,2015-10-15T17:29:55.94,42.3352588,-71.1029776,0.0,64.096
1444930216423,2015-10-15T17:30:16.423,42.3355749,-71.1027511,0.0,93.0
1444930228280,2015-10-15T17:30:28.280,42.3351653,-71.1024328,0.0,45.701
1444930843789,2015-10-15T17:40:43.789,42.3351831,-71.1024677,0.0,50.311
1444930863749,2015-10-15T17:41:03.749,42.3351432,-71.1024051,0.0,41.049
1444930884404,2015-10-15T17:41:24.404,42.3351743,-71.1024381,0.0,45.186
1444930904509,2015-10-15T17:41:44.509,42.3352008,-71.1024955,0.0,40.912
1444930924472,2015-10-15T17:42:04.472,42.3352296,-71.1025037,0.0,40.062
1444930944481,2015-10-15T17:42:24.481,42.3352676,-71.1026177,0.0,102.0
1444931563974,2015-10-15T17:52:43.974,42.335239,-71.1025813,0.0,45.0
1444931583793,2015-10-15T17:53:03.793,42.3352298,-71.1025957,0.0,33.785
1444931603811,2015-10-15T17:53:23.811,42.3351702,-71.1024235,0.0,30.0
1444931623837,2015-10-15T17:53:43.837,42.3351916,-71.1024416,0.0,44.686
1444931644347,2015-10-15T17:54:04.347,42.3352176,-71.1025292,0.0,38.428
1444931664473,2015-10-15T17:54:24.473,42.3351857,-71.1024794,0.0,35.295
